date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-04-17,20.3,15.6,26.7,0,0,12,12.6,,1019.6,
2018-04-18,22.5,17.2,27.8,0,0,,11.9,,1019.4,
2018-04-19,23.9,20,28.9,0,0,,9,,1019,
2018-04-20,24.7,20,31.1,0,0,208,10.4,,1018.8,
2018-04-21,25.5,22.2,28.9,0,0,85,14,,1019.1,
2018-04-22,25.7,22.8,30,8.4,0,105,18.4,,1018,
2018-04-23,25.2,21.7,28.9,40.9,0,135,15.1,,,
2018-04-24,26.4,22.8,32.8,0,0,,10.8,,1014.6,
2018-04-25,24.7,20,29.4,1.8,0,289,13.3,,1014.2,
2018-04-26,23.3,18.9,28.3,0,0,240,9.7,,1013.9,
2018-04-27,24.8,21.1,28.3,13,0,,6.8,,,
2018-04-28,23.9,19.4,30,0,0,,12.2,,1013.4,
2018-04-29,24.6,20.6,28.9,0,0,83,12.2,,1017.1,
2018-04-30,25.7,22.8,28.9,0,0,64,16.9,,1019.6,
2018-05-01,25.3,22.8,28.3,1.8,0,63,19.8,,1020.8,
2018-05-02,24.9,22.2,28.3,5.6,0,63,22,,1021.1,
2018-05-03,25.6,23.3,28.9,1,0,64,22.7,,,
2018-05-04,25.6,21.7,28.3,13.2,0,57,18.4,,1017.9,
2018-05-05,25.5,22.2,28.9,2.8,0,77,14.8,,1013.4,
2018-05-06,26.3,22.8,30,7.1,0,158,13.7,,1014,
2018-05-07,26.1,22.2,31.1,17,0,,6.8,,1014,
2018-05-08,26.4,23.9,30,0,0,39,13.7,,1015,
2018-05-09,25.9,22.8,30,0,0,42,15.1,,1017.1,
2018-05-10,25.6,22.8,28.9,0,0,60,15.5,,1018.1,
2018-05-11,26.3,23.9,29.4,0,0,66,15.8,,1018.7,
2018-05-12,25.4,24.4,26.7,0,0,58,14.8,,1018.4,
2018-05-13,24.9,21.7,27.2,31.2,0,86,12.6,,1016.3,
2018-05-14,24.5,21.7,28.9,15,0,117,14.8,,,
2018-05-15,25.7,20.6,30.6,20.1,0,,14,,1014.8,
2018-05-16,24.7,22.2,30,0,0,,12.6,,1014.8,
2018-05-17,25.1,22.2,27.8,20.6,0,132,9.4,,,
2018-05-18,25.4,22.8,29.4,0,0,118,12.2,,1014.9,
2018-05-19,24.2,21.7,25.6,15.5,0,117,12.2,,,
2018-05-20,23.8,21.7,26.7,63.5,0,118,17.6,,,
2018-05-21,25.2,23.3,27.2,0,0,108,21.6,,,
2018-05-22,26.1,25,28.9,0,0,110,21.6,,1017.6,
2018-05-23,26.7,24.4,30,0,0,107,18,,1018,
2018-05-24,26.6,24.4,30,0,0,104,15.5,,1017.5,
2018-05-25,25.3,22.2,27.2,16.8,0,106,14.4,,,
2018-05-26,24.6,21.7,25.6,40.9,0,106,21.6,,1012.6,
2018-05-27,25.1,23.3,28.3,34.8,0,146,25.6,,1009.7,
2018-05-28,25.4,23.3,27.2,1.8,0,157,20.5,,,
2018-05-29,26.4,22.8,30,21.3,0,152,14,,,
2018-05-30,27.6,25.6,31.1,0,0,129,17.3,,1015.4,
2018-05-31,26.4,23.9,28.9,91.4,0,124,10.8,,1016.4,
2018-06-01,26.8,23.9,30,0,0,,9,,1015.9,
2018-06-02,27.2,23.3,31.7,0,0,,8.6,,1014.9,
2018-06-03,28.1,25,33.3,0,0,,10.4,,1015.5,
2018-06-04,28.9,25.6,33.3,0,0,257,11.9,,1015.4,
2018-06-05,28.9,26.1,33.9,0,0,258,14.4,,1013.8,
2018-06-06,29,25,34.4,0,0,241,12.2,,,
2018-06-07,26.4,21.7,31.7,34.5,0,164,10.4,,1016.3,
2018-06-08,26.9,24.4,31.1,0.3,0,,9.4,,1019.3,
2018-06-09,26.3,21.7,30,60.2,0,,5.8,,,
2018-06-10,26.8,24.4,29.4,0.3,0,,5.8,,,
2018-06-11,26.4,23.9,29.4,1.3,0,,6.5,,1016.6,
2018-06-12,26.6,23.9,30.6,3.3,0,,10.1,,1017.5,
2018-06-13,27.4,25,31.1,0,0,,7.6,,1018.4,
2018-06-14,26.3,22.8,31.1,36.3,0,,4,,1018.4,
2018-06-15,26.6,23.3,31.7,0.5,0,,6.1,,1017.6,
2018-06-16,27,23.3,31.7,0.5,0,,8.6,,1017.7,
2018-06-17,28.3,25,32.2,0,0,,10.1,,1018.7,
2018-06-18,28.2,25,31.7,0,0,,7.9,,1018.2,
2018-06-19,28.4,25.6,31.1,0,0,,9.4,,1016,
2018-06-20,28.4,25,33.3,0,0,,8.3,,1014.4,
2018-06-21,28.8,25.6,34.4,1,0,215,9,,1014.2,
2018-06-22,28.8,23.9,34.4,10.9,0,,7.2,,,
2018-06-23,28.1,23.3,32.8,4.6,0,,5.8,,1016.4,
2018-06-24,27.6,24.4,32.2,19.3,0,,6.8,,,
2018-06-25,28.2,25.6,32.2,0,0,123,13.3,,1018.3,
2018-06-26,28.8,25.6,32.2,0.8,0,,10.1,,,
2018-06-27,28.3,23.9,31.7,6.9,0,,7.6,,1018.5,
2018-06-28,27.5,23.9,33.3,3.6,0,,6.1,,1017.7,
2018-06-29,26.7,23.9,32.2,0,0,,4.3,,1017.4,
2018-06-30,27,23.9,30.6,16.3,0,,4,,1017.3,
2018-07-01,28.3,23.9,32.2,1.5,0,,6.5,,1017.2,
2018-07-02,29.3,25.6,32.8,0,0,,7.9,,1016.4,
2018-07-03,28.6,25.6,31.7,8.4,0,,8.6,,1015.8,
2018-07-04,27.5,23.3,31.7,1.5,0,,6.5,,1016.9,
2018-07-05,27.2,24.4,32.2,1.8,0,,10.4,,1019.3,
2018-07-06,28.2,22.2,32.2,17,0,90,9.7,,1019.5,
2018-07-07,28.3,23.9,32.2,18.3,0,,7.6,,1018.9,
2018-07-08,28.8,25.6,32.8,0,0,54,12.2,,1020.2,
2018-07-09,29.7,26.1,33.3,0,0,79,9,,1020.2,
2018-07-10,28.6,23.3,32.2,11.4,0,,5.4,,,
2018-07-11,26.4,23.9,32.2,1,0,,7.6,,,
2018-07-12,27.6,23.9,32.8,2.5,0,,5.8,,,
2018-07-13,27.4,23.9,33.9,2.5,0,,4.7,,1019.5,
2018-07-14,28.4,25,32.8,0,0,,8.3,,1018.4,
2018-07-15,28.6,24.4,32.8,0,0,,7.9,,1017.5,
2018-07-16,29.1,26.7,32.8,0,0,,8.6,,1018.3,
2018-07-17,29.2,26.1,33.3,0,0,,7.9,,1019,
2018-07-18,29.3,24.4,33.9,10.4,0,,7.9,,1017.6,
2018-07-19,29.1,26.1,33.9,1.8,0,181,10.1,,1016,
2018-07-20,28.9,25.6,33.3,8.6,0,,9,,1016.1,
2018-07-21,29.8,26.1,34.4,0,0,229,10.8,,1015.6,
2018-07-22,29.7,26.1,33.9,1.3,0,245,9.7,,1013.8,
2018-07-23,28.6,23.9,34.4,7.6,0,190,13.7,,1012.8,
2018-07-24,27,23.9,31.1,35.1,0,183,9.7,,1014.6,
2018-07-25,28.6,26.1,33.3,0,0,162,9.7,,1015.5,
2018-07-26,29.4,24.4,33.3,0.8,0,162,8.3,,1016.6,
2018-07-27,28.1,24.4,32.2,0,0,105,6.5,,1017.3,
2018-07-28,28.3,23.3,33.9,54.6,0,66,6.1,,1016.9,
2018-07-29,27.2,23.9,30.6,9.1,0,151,7.6,,1017,
2018-07-30,26.6,23.9,29.4,5.6,0,149,4.3,,1018.2,
2018-07-31,28.2,25,32.2,2.8,0,117,14.8,,1018.7,
2018-08-01,28.4,25.6,32.2,2.8,0,131,13.7,,1018.3,
2018-08-02,28.6,23.3,32.2,9.7,0,111,14.8,,1018.3,
2018-08-03,29,25.6,32.2,7.9,0,103,17.6,,1018.5,
2018-08-04,28.6,24.4,32.2,2,0,94,16.6,,1019,
2018-08-05,29.2,26.7,32.2,0.8,0,88,16.6,,1019.8,
2018-08-06,28.8,24.4,32.8,3,0,56,15.5,,1018.2,
2018-08-07,29,26.1,32.2,1.3,0,120,15.1,,1018,
2018-08-08,29.4,26.1,32.2,0,0,120,10.1,,1019.1,
2018-08-09,28.9,22.8,33.3,18.3,0,81,6.1,,1019.1,
2018-08-10,27.9,22.8,34.4,34.5,0,270,6.1,,1018,
2018-08-11,25.7,23.3,32.8,55.1,0,219,4.7,,1017.6,
2018-08-12,26.2,23.3,31.1,6.6,0,185,7.9,,1018.4,
2018-08-13,28.1,23.9,31.7,13.5,0,147,7.9,,1018.5,
2018-08-14,29,26.1,32.2,0,0,117,12.2,,1018,
2018-08-15,29.6,26.7,32.8,0,0,108,15.8,,1018.3,
2018-08-16,29.6,26.1,32.2,0,0,111,16.9,,1020.3,
2018-08-17,29.5,27.2,32.8,0,0,94,17.3,,1021,
2018-08-18,29.1,24.4,32.2,18.3,0,95,11.9,,1019.1,
2018-08-19,27.7,24.4,32.2,0,0,130,9.7,,1017.5,
2018-08-20,28.6,26.1,32.8,0,0,114,9.4,,1018.4,
2018-08-21,28.8,25.6,32.2,0,0,90,10.8,,1019,
2018-08-22,28.7,26.7,32.2,14.5,0,136,7.6,,1017.8,
2018-08-23,28.6,26.1,32.2,0,0,154,6.1,,1015.9,
2018-08-24,28.2,23.9,32.2,20.6,0,131,10.8,,1015.7,
2018-08-25,27.3,22.8,31.1,6.6,0,91,11.5,,1018.1,
2018-08-26,27.4,23.9,32.2,5.6,0,81,13,,1019.1,
2018-08-27,28.7,24.4,32.2,13.7,0,92,12.6,,1018.2,
2018-08-28,27.6,24.4,31.7,5.6,0,102,10.8,,1018.7,
2018-08-29,28.1,25.6,31.7,0.8,0,98,14.8,,1018.7,
2018-08-30,27.7,25.6,30.6,2.3,0,100,11.9,,1017.7,
2018-08-31,28.3,26.1,31.7,0,0,94,14.4,,1016.8,
2018-09-01,28.2,24.4,31.7,14.2,0,80,16.6,,1017,
2018-09-02,26.7,23.9,30.6,6.4,0,73,15.1,,1016.4,
2018-09-03,25.4,23.3,27.2,64.3,0,92,20.2,,1015.9,
2018-09-04,27.8,25,31.7,1.5,0,92,14.8,,1016.9,
2018-09-05,28.7,26.1,31.7,0.3,0,66,13,,1016.6,
2018-09-06,28.2,25,31.1,1.3,0,74,11.9,,1015.7,
2018-09-07,26.2,23.3,29.4,7.1,0,93,7.6,,1014.9,
2018-09-08,26.1,22.8,29.4,3.3,0,137,6.1,,1013.5,
2018-09-09,27.2,23.9,31.7,25.7,0,221,6.5,,1013.5,
2018-09-10,27.3,23.9,30,0,0,162,5.4,,1015.2,
2018-09-11,28.4,26.1,31.7,0,0,61,6.5,,1015.5,
2018-09-12,28.8,26.1,33.3,0,0,71,6.1,,1014.4,
2018-09-13,29,26.1,33.3,0,0,103,7.6,,1014.5,
2018-09-14,28.5,25,32.2,0,0,180,7.2,,1014,
2018-09-15,27.8,23.9,32.8,51.3,0,204,5.8,,1012.6,
2018-09-16,28.7,25.6,32.2,0,0,149,9.4,,1012.8,
2018-09-17,29.4,27.2,32.8,0,0,92,13.7,,1014.4,
2018-09-18,29.1,26.1,32.2,1.5,0,99,11.5,,1014.2,
2018-09-19,29.1,26.1,32.2,0,0,136,7.9,,1014.2,
2018-09-20,28.8,25.6,32.8,0,0,139,7.6,,1016.3,
2018-09-21,28.7,22.8,32.2,14,0,72,11.5,,1016.4,
2018-09-22,28.3,24.4,31.7,1,0,72,9.7,,1015.3,
2018-09-23,28.8,25.6,32.2,0,0,77,10.8,,1014.5,
2018-09-24,29.1,26.7,32.8,1.3,0,66,12.2,,1015.6,
2018-09-25,28.8,25,32.2,0,0,103,11.5,,1017.3,
2018-09-26,29.4,27.2,32.8,0,0,107,15.5,,1017.6,
2018-09-27,29.4,27.8,32.2,0,0,90,18,,1016.5,
2018-09-28,29.3,26.7,32.2,0.5,0,93,14.8,,1017.5,
2018-09-29,28.7,25.6,32.2,4.3,0,58,15.5,,1017.5,
2018-09-30,29.2,25.6,32.2,2.5,0,69,18.7,,1017.3,
2018-10-01,28.3,25.6,32.2,0,0,47,15.5,,1017.6,
2018-10-02,28.2,24.4,31.1,8.4,0,69,17.6,,1016.6,
2018-10-03,28,24.4,30.6,3,0,49,13.7,,1015.1,
2018-10-04,27.5,24.4,31.1,19.3,0,71,15.8,,1014.7,
2018-10-05,28.2,25,31.1,0.3,0,90,17.3,,1015.8,
2018-10-06,27.8,25,30.6,0,0,80,20.2,,1016.1,
2018-10-07,27.9,25,30,0.3,0,87,23.4,,1014.9,
2018-10-08,28.2,25.6,30.6,0,0,99,29.9,,1013.3,
2018-10-09,28.1,27.2,30,0,0,121,20.5,,1011.6,
2018-10-10,28.9,27.2,32.2,0,0,153,15.5,,1012.1,
2018-10-11,27.9,26.1,31.7,0,0,191,9.4,,1012.2,
2018-10-12,27.8,25,32.2,0,0,210,8.6,,1011.1,
2018-10-13,27.6,25,32.2,0,0,238,7.2,,1012.2,
2018-10-14,27.8,25,31.1,5.1,0,111,10.8,,1015.6,
2018-10-15,28.1,25.6,31.7,1,0,94,20.2,,1017.6,
2018-10-16,28.4,26.7,31.7,0,0,89,23,,1018.1,
2018-10-17,28.2,25.6,31.1,4.8,0,93,17.6,,1018.8,
2018-10-18,28.1,25.6,31.1,0,0,79,15.8,,1020,
2018-10-19,27.7,23.9,30.6,2,0,84,14.4,,1019.7,
2018-10-20,27.1,22.8,31.7,0,0,108,6.1,,1016.6,
2018-10-21,27.3,23.9,32.8,0,0,350,10.4,,1015.7,
2018-10-22,26.4,24.4,29.4,0.5,0,58,15.8,,1018,
2018-10-23,26.4,23.9,29.4,0,0,79,9.4,,1017.2,
2018-10-24,26.3,23.3,30.6,0,0,23,7.6,,1015.2,
2018-10-25,26.1,22.8,30,0,0,95,7.9,,1013.4,
2018-10-26,27.1,23.3,31.7,0,0,222,11.9,,1011.2,
2018-10-27,27.1,22.8,31.1,0,0,261,10.8,,1012.9,
2018-10-28,23.3,18.9,27.2,0,0,357,11.9,,1018.7,
2018-10-29,22.8,18.9,28.3,0,0,6,9.7,,1019,
2018-10-30,23.5,18.3,28.9,0,0,12,9.4,,1018.7,
2018-10-31,25.1,20,28.9,0,0,58,15.8,,1019.1,
2018-11-01,25.9,23.3,29.4,0,0,124,15.5,,1016.3,
2018-11-02,26.7,21.7,31.1,1.3,0,161,13.3,,1014.6,
2018-11-03,24.1,22.2,28.3,34.8,0,18,9,,1017.5,
2018-11-04,26.4,24.4,29.4,9.1,0,100,17.3,,1018.9,
2018-11-05,26.4,22.8,29.4,0,0,104,13.7,,1017.6,
2018-11-06,26.2,22.8,29.4,0,0,106,10.4,,1016.4,
2018-11-07,26.6,23.9,29.4,0,0,89,12.2,,1016,
2018-11-08,26.7,23.9,30,0,0,87,10.1,,1015.5,
2018-11-09,26.6,23.9,29.4,0,0,110,10.1,,1015.7,
2018-11-10,26.3,23.3,31.1,0,0,39,7.2,,1016.6,
2018-11-11,26.1,23.3,29.4,15.7,0,52,12.2,,1018,
2018-11-12,26.6,23.3,28.9,5.8,0,103,16.2,,1017.3,
2018-11-13,26.5,24.4,30,1,0,126,14,,1017.2,
2018-11-14,26.9,24.4,30,0,0,114,11.9,,1016.9,
2018-11-15,26.6,19.4,28.9,2.3,0,224,11.5,,1015,
2018-11-16,20.1,16.1,23.3,0,0,340,11.5,,1017.2,
2018-11-17,21.2,18.3,25,0,0,16,12.6,,1018.4,
2018-11-18,24.6,21.7,27.8,0,0,79,15.1,,1018.4,
2018-11-19,25.5,21.7,28.9,0,0,112,9,,1017.9,
2018-11-20,25.6,21.7,28.9,0,0,139,6.8,,1017.7,
2018-11-21,24.5,22.2,28.3,0,0,6,9,,1019,
2018-11-22,23.2,20.6,26.7,0,0,25,8.6,,1018.5,
2018-11-23,23.4,20,27.2,0.3,0,56,8.6,,1015.7,
2018-11-24,24.2,20.6,28.3,0,0,226,11.2,,1012.1,
2018-11-25,24.9,21.7,28.9,0,0,251,6.5,,1013.9,
2018-11-26,24.6,20,29.4,0,0,236,9.4,,1014.5,
2018-11-27,22.1,12.8,22.8,0,0,289,13,,1014,
2018-11-28,14.1,10.6,17.8,0,0,335,14,,1018.6,
2018-11-29,15.2,10,22.8,0,0,350,8.6,,1020.3,
2018-11-30,20.7,17.8,25,0,0,75,11.2,,1019.6,
2018-12-01,24.6,22.8,28.3,0,0,137,16.9,,1016.3,
2018-12-02,25.9,23.9,30,0,0,150,14.8,,1015.7,
2018-12-03,26.7,23.9,30.6,0,0,186,10.8,,1016,
2018-12-04,25.4,22.8,29.4,0,0,228,9.4,,1016.1,
2018-12-05,21.8,14.4,23.9,0,0,338,14.4,,1019.7,
2018-12-06,17.3,12.2,25,0,0,7,11.9,,1024.2,
2018-12-07,21.2,17.8,26.1,0,0,39,13.7,,1024.7,
2018-12-08,23.7,18.9,27.8,0,0,105,18,,1021.4,
2018-12-09,25,22.2,28.9,0.3,0,192,16.6,,1015.9,
2018-12-10,21.7,15.6,22.8,0,0,301,11.2,,1017.5,
2018-12-11,15.7,11.7,18.9,0,0,335,13,,1023.4,
2018-12-12,15.9,11.1,23.9,0,0,29,13.3,,1023,
2018-12-13,22.6,18.9,26.7,0,,112,14,,1019.9,
2018-12-14,24.3,22.2,27.8,0,0,136,17.6,,1017.7,
2018-12-15,24.6,20,27.8,15,0,214,10.4,,1017.7,
2018-12-16,22,18.9,26.1,0,0,287,7.2,,1019.5,
2018-12-17,18.8,15,21.7,0,0,316,9.4,,1019.6,
2018-12-18,17.7,13.3,25,0,0,354,5.8,,1018.5,
2018-12-19,20.8,16.1,25.6,0,0,,9.7,,1016.2,
2018-12-20,24.6,18.3,28.3,24.4,0,160,20.9,,1009.7,
2018-12-21,20.1,16.1,23.3,0,0,238,22,,1010.3,
2018-12-22,16.8,11.7,20.6,0,0,318,5,,1020,
2018-12-23,17.2,12.8,23.3,0,0,9,7.6,,1023.1,
2018-12-24,19.6,16.7,24.4,0,0,5,9.7,,1022.4,
2018-12-25,20.3,17.2,24.4,0,0,30,11.5,,1021.4,
2018-12-26,22.8,21.1,25,0.3,0,67,20.9,,1021.8,
2018-12-27,24.3,22.8,27.2,0,0,102,30.6,,1020.6,
2018-12-28,25.3,23.9,27.8,0.3,0,127,21.6,,1020.4,
2018-12-29,25.4,23.3,28.3,0,0,130,14.4,,1021.3,
2018-12-30,24.4,21.7,27.2,0,0,109,14,,1021,
2018-12-31,24.3,22.2,27.8,0,0,114,18.4,,1020.9,
2019-01-01,24.3,21.7,27.8,0,0,108,16.9,,1021,
2019-01-02,24.4,21.7,27.8,0,0,102,16.9,,1020.7,
2019-01-03,25.1,22.8,28.3,0,0,139,13.7,,1018.1,
2019-01-04,24.9,21.7,28.9,0,0,170,13,,1016.5,
2019-01-05,23.3,16.7,26.1,0.3,0,269,11.2,,1016.8,
2019-01-06,18.7,12.8,25,0,0,12,7.9,,1019.9,
2019-01-07,21.5,15.6,26.1,0,0,70,9.4,,1021.7,
2019-01-08,21.8,15.6,27.8,0,0,69,5,,1021.1,
2019-01-09,21.5,17.2,25,0,0,309,8.6,,1018.8,
2019-01-10,16.6,11.7,20,0,0,323,12.6,,1017.9,
2019-01-11,16.8,11.7,24.4,0,0,21,11.9,,1019.8,
2019-01-12,22.3,19.4,26.1,1.5,0,98,17.3,,1021.5,
2019-01-13,23.1,20,26.7,0,0,150,9,,1020.5,
2019-01-14,21.5,17.8,25.6,0,0,323,8.3,,1020.2,
2019-01-15,17.8,13.9,20.6,0,0,332,12.6,,1020.2,
2019-01-16,16.1,11.7,22.8,0,0,328,11.9,,1021.6,
2019-01-17,18.5,13.9,25.6,0,0,13,7.6,,1022,
2019-01-18,20.6,14.4,26.7,0,0,8,5.8,,1020.4,
2019-01-19,20.7,15.6,25.6,0,0,135,9.4,,1017.1,
2019-01-20,21.2,12.2,23.3,4.6,0,253,18.7,,1014.5,
2019-01-21,13.8,7.8,21.1,0,0,356,11.5,,1023.6,
2019-01-22,20.5,15,25.6,0,0,81,29.2,,1025.9,
2019-01-23,22.9,21.1,26.1,0,0,114,29.2,,1021.8,
2019-01-24,24.4,21.1,28.9,4.1,0,197,18.4,,1016,
2019-01-25,19.3,15,21.1,0,0,349,13.7,,1019.7,
2019-01-26,15.1,13.3,17.8,20.1,0,343,9.4,,1019.1,
2019-01-27,19.9,15.6,23.9,18.5,0,9,10.4,,1010.5,
2019-01-28,14.2,10.6,15.6,1.5,0,316,15.5,,1014.3,
2019-01-29,13.9,10,21.1,0,0,275,9.7,,1016.9,
2019-01-30,16.8,12.2,22.2,0,0,1,5.8,,1019.3,
2019-01-31,18.6,14.4,24.4,0.3,0,37,11.2,,1022.3,
2019-02-01,21.5,16.7,26.1,0,0,88,11.2,,1021.1,
2019-02-02,23.4,21.1,27.2,0,0,125,13,,1019,
2019-02-03,23.4,18.9,28.3,0,0,,6.5,,1016.1,
2019-02-04,22.1,18.9,25,0,0,330,7.6,,1016.7,
2019-02-05,21.7,17.8,26.7,0,0,28,7.6,,1018.5,
2019-02-06,22,17.2,26.1,0,0,49,10.8,,1020.4,
2019-02-07,22.1,17.2,26.1,0,0,83,12.6,,1020.7,
2019-02-08,22.8,18.3,27.2,0,0,65,9.7,,1021.9,
2019-02-09,22.6,20,25.6,4.3,0,51,14,,1024,
2019-02-10,23.8,21.7,27.2,0,0,86,23,,1023.3,
2019-02-11,23.6,22.2,26.1,1.5,0,106,18,,1020,
2019-02-12,24.6,22.8,27.8,0,0,135,16.9,,1018.2,
2019-02-13,21.5,15.6,23.9,19.3,0,3,13,,1016.3,
2019-02-14,18.8,13.9,25.6,0,0,10,13,,1016.5,
2019-02-15,21.8,17.2,27.2,0,0,344,7.6,,1014.9,
2019-02-16,22.2,16.1,27.2,0,0,,8.6,,1013.9,
2019-02-17,23.7,18.9,28.3,0,0,158,11.9,,1016,
2019-02-18,25.9,23.9,29.4,0,0,141,14,,1019.2,
2019-02-19,25.8,22.8,29.4,8.9,0,104,20.5,,1021.2,
2019-02-20,25.5,23.9,28.9,0.3,0,119,21.6,,1019.3,
2019-02-21,25.6,23.9,28.3,0,0,120,19.4,,1019.5,
2019-02-22,25.5,23.3,29.4,0,0,118,15.8,,1020.5,
2019-02-23,26,23.9,28.9,0,0,123,19.4,,1020.3,
2019-02-24,25.8,22.8,29.4,0,0,182,11.2,,1019.5,
2019-02-25,24.8,21.1,28.9,0,0,20,13.7,,1022.4,
2019-02-26,24.8,23.3,27.8,0,0,87,20.5,,1022.8,
2019-02-27,24.4,21.1,28.9,4.6,0,155,10.8,,1019.4,
2019-02-28,23.8,20,28.3,0,0,300,7.9,,1018,
2019-03-01,23.8,19.4,27.8,0,0,73,9,,1019.4,
2019-03-02,24.3,19.4,29.4,0,0,,7.6,,1019.3,
2019-03-03,25.3,21.7,28.9,0.3,0,139,13,,1016.1,
2019-03-04,25.7,20.6,31.7,0,0,233,10.8,,1015.3,
2019-03-05,25.1,18.3,30.6,0,0,286,12.2,,1017.3,
2019-03-06,18,12.2,22.2,0,0,358,15.8,,1023.6,
2019-03-07,17.4,12.8,23.9,0,0,42,14.4,,1024.2,
2019-03-08,21.9,16.7,26.7,0,0,92,15.8,,1021.1,
2019-03-09,24.2,20.6,28.9,0,0,106,19.4,,1018.8,
2019-03-10,25.3,22.8,28.9,0,0,,19.8,,,
2019-03-11,25.2,21.7,29.4,0,0,112,10.8,,1021.5,
2019-03-12,24.9,20.6,30,0,0,357,10.4,,1019.8,
2019-03-13,24.8,23.3,27.8,0,0,71,22,,1019.2,
2019-03-14,24.5,22.8,27.8,0,0,99,24.1,,1019.4,
2019-03-15,24.9,22.8,27.2,0,0,121,17.3,,1019.6,
2019-03-16,24.4,21.1,28.9,2.3,0,145,10.8,,1019.1,
2019-03-17,24.1,21.1,30,3,0,302,7.2,,1017.2,
2019-03-18,23,20,27.2,0.3,0,8,9.4,,1016.5,
2019-03-19,20.7,17.8,21.7,25.9,0,16,11.5,,1016.5,
2019-03-20,20.7,17.8,26.7,0.3,0,4,14,,1015.1,
2019-03-21,21.2,17.2,26.1,0,0,315,12.2,,1014.9,
2019-03-22,19.5,15,23.9,0,0,319,10.8,,1018.1,
2019-03-23,20,15,26.1,0,0,43,11.2,,1021.3,
2019-03-24,22.8,18.9,26.7,0,0,101,18,,1022.2,
2019-03-25,23.6,20,28.9,10.7,0,104,10.4,,1018.8,
2019-03-26,24.3,20,30,0,0,263,10.1,,1016,
2019-03-27,22.1,17.8,26.7,0,0,310,16.2,,1016.3,
2019-03-28,19.8,16.7,24.4,3.3,0,7,15.5,,1019.5,
2019-03-29,21.6,18.9,26.1,2.5,0,37,13.7,,1019.5,
2019-03-30,22.4,16.7,26.7,0,0,77,12.2,,1017.7,
2019-03-31,23.4,18.9,28.3,0,0,128,10.4,,1016.9,
2019-04-01,24.4,20,28.9,0,0,206,10.8,,1017.4,
2019-04-02,25,18.9,31.7,0,0,223,10.8,,1018,
2019-04-03,24.6,22.2,28.3,0,0,39,18.4,,1022.1,
2019-04-04,23.4,20.6,25.6,40.4,0,85,15.8,,1022.6,
2019-04-05,25,22.2,27.8,0,0,120,14.4,,1019.7,
2019-04-06,25.4,21.1,29.4,0,0,93,14.8,,1020,
2019-04-07,26,23.9,29.4,0,0,101,20.9,,1020.2,
2019-04-08,26.2,24.4,29.4,0,0,125,19.8,,1017.8,
2019-04-09,24.8,22.2,27.2,10.9,0,179,13.3,,1013,
2019-04-10,24.3,21.7,29.4,0,0,230,12.6,,1009.6,
2019-04-11,24.5,20.6,29.4,0,0,200,9.7,,1011.7,
2019-04-12,25.7,20.6,30,0,0,118,15.8,,1015,
2019-04-13,26.5,24.4,28.9,0,0,120,19.8,,1015.6,
2019-04-14,27.3,25.6,30.6,0,0,143,20.5,,1014.2,
2019-04-15,27.4,22.8,31.1,0,0,258,12.2,,1015.3,
2019-04-16,25.4,21.1,28.3,0,0,42,14.4,,1019.2,
2019-04-17,24.7,21.1,27.8,0,0,73,14.8,,1018.4,
2019-04-18,26.1,23.9,30,0.5,0,117,22.7,,1015.4,
2019-04-19,27.2,22.2,32.2,25.4,0,171,22.3,,1012.6,
2019-04-20,23.9,19.4,28.3,0,0,273,13.3,,1015,
2019-04-21,21.6,15.6,27.2,0,0,245,7.9,,1019.3,
2019-04-22,23.4,20.6,26.7,0,0,61,12.6,,1020,
2019-04-23,23.8,20,28.3,0,0,51,12.2,,1018.5,
2019-04-24,23.8,19.4,27.8,0,0,78,7.2,,1016.8,
2019-04-25,24.8,21.1,30,0,0,123,14,,1015.5,
2019-04-26,26.7,23.3,32.2,0,0,207,15.5,,1013.8,
2019-04-27,25.1,20,29.4,0,0,42,12.6,,1015,
2019-04-28,25.8,21.7,30,0,0,89,11.5,,1016.5,
2019-04-29,26.5,23.9,30,0,0,67,15.8,,1018.6,
2019-04-30,26.6,22.8,30,3,0,77,22.3,,1020.2,
2019-05-01,25.9,22.8,29.4,3.3,0,72,24.1,,1018.7,
2019-05-02,25.6,22.8,28.9,3.6,0,114,13,,1016.5,
2019-05-03,27.1,23.9,31.1,3.6,0,141,13.7,,1016.4,
2019-05-04,27.6,25,31.1,0,0,135,14.8,,1015.1,
2019-05-05,28.4,22.2,32.8,33.3,0,156,15.5,,1013.6,
2019-05-06,26,22.2,32.2,22.1,0,162,7.2,,1015.6,
2019-05-07,26.1,22.8,30.6,25.7,,109,6.5,,1016.7,
2019-05-08,27.6,24.4,31.1,0,0,71,14,,1015.6,
2019-05-09,28.1,25,31.7,4.3,0,106,14,,1015.3,
2019-05-10,27.6,23.9,31.1,0.5,0,100,13.7,,1015.5,
2019-05-11,28.2,26.1,31.1,0,0,124,15.1,,1014.9,
2019-05-12,27.9,22.2,32.2,15,0,158,11.2,,1013.7,
2019-05-13,28.3,24.4,34.4,5.1,0,205,13,,1013.3,
2019-05-14,28.6,24.4,35,0,0,243,11.2,,1013.7,
2019-05-15,27.7,25,30.6,0,0,293,7.9,,1014.5,
